高 0 1 B 高 B-NAME
工 19 21 B 工 M-TITLE
作 19 21 M 作 M-TITLE
部 19 21 E 部 M-TITLE
副 22 24 B 副 M-TITLE
主 22 24 M 主 M-TITLE
任 22 24 E 任 E-TITLE
、 25 25 S 、 O
主 26 27 B 主 B-TITLE
任 26 27 E 任 E-TITLE
兼 28 28 S 兼 O
纪 29 30 B 纪 B-TITLE
检 29 30 E 检 M-TITLE
监 31 33 B 监 M-TITLE
察 31 33 M 察 M-TITLE
部 31 33 E 部 M-TITLE
主 34 35 B 主 M-TITLE
任 34 35 E 任 E-TITLE
、 36 36 S 、 O
监 37 38 B 监 B-TITLE
事 37 38 E 事 E-TITLE
， 39 39 S ， O
现 40 41 B 现 O
任 40 41 E 任 O
中 42 43 B 中 B-ORG
国 42 43 E 国 M-ORG
电 44 45 B 电 M-ORG
子 44 45 E 子 M-ORG
纪 46 47 B 纪 M-ORG
检 46 47 E 检 M-ORG
监 48 50 B 监 M-ORG
察 48 50 M 察 M-ORG
部 48 50 E 部 M-ORG
（ 51 51 S （ M-ORG
审 52 54 B 审 M-ORG
计 52 54 M 计 M-ORG
部 52 54 E 部 M-ORG
） 55 55 S ） M-ORG
一 56 56 S 一 M-ORG
处 57 57 S 处 E-ORG
处 58 59 B 处 B-TITLE
长 58 59 E 长 E-TITLE
， 60 60 S ， O
报 61 62 B 报 O
告 61 62 E 告 O
期 63 63 S 期 O
内 64 64 S 内 O
辞 65 66 B 辞 O
去 65 66 E 去 O
中 67 68 B 中 B-ORG
国 67 68 E 国 M-ORG
软 69 70 B 软 M-ORG
件 69 70 E 件 M-ORG
与 71 71 S 与 M-ORG
技 72 73 B 技 M-ORG
术 72 73 E 术 M-ORG
服 74 75 B 服 M-ORG
务 74 75 E 务 M-ORG
股 76 77 B 股 M-ORG
份 76 77 E 份 M-ORG
有 78 79 B 有 M-ORG
限 78 79 E 限 M-ORG
公 80 81 B 公 M-ORG
司 80 81 E 司 E-ORG
监 82 83 B 监 B-TITLE
事 82 83 E 事 E-TITLE
职 84 85 B 职 O
务 84 85 E 务 O
。 86 86 S 。 O
 
谢 0 2 B 谢 B-NAME
永 0 2 M 永 M-NAME
林 0 2 E 林 E-NAME
， 3 3 S ， O
副 4 6 B 副 B-TITLE
行 4 6 M 行 M-TITLE
长 4 6 E 长 E-TITLE
。 7 7 S 。 O
 
1 0 4 B 1 O
9 0 4 M 9 O
6 0 4 M 6 O
8 0 4 M 8 O
年 0 4 E 年 O
出 5 6 B 出 O
生 5 6 E 生 O
， 7 7 S ， O
获 8 9 B 获 O
得 8 9 E 得 O
南 10 11 B 南 B-ORG
京 10 11 E 京 M-ORG
大 12 13 B 大 M-ORG
学 12 13 E 学 E-ORG
理 14 15 B 理 B-PRO
学 14 15 E 学 E-PRO
硕 16 17 B 硕 B-EDU
士 16 17 E 士 E-EDU
、 18 18 S 、 O
企 19 20 B 企 B-PRO
业 19 20 E 业 M-PRO
管 21 22 B 管 M-PRO
理 21 22 E 理 M-PRO
专 23 24 B 专 M-PRO
业 23 24 E 业 E-PRO
博 25 26 B 博 B-EDU
士 25 26 E 士 M-EDU
学 27 28 B 学 M-EDU
位 27 28 E 位 E-EDU
。 29 29 S 。 O
 
现 0 1 B 现 O
任 0 1 E 任 O
平 2 3 B 平 B-ORG
安 2 3 E 安 M-ORG
银 4 5 B 银 M-ORG
行 4 5 E 行 E-ORG
副 6 8 B 副 B-TITLE
行 6 8 M 行 M-TITLE
长 6 8 E 长 E-TITLE
。 9 9 S 。 O
 
1 0 4 B 1 O
9 0 4 M 9 O
9 0 4 M 9 O
4 0 4 M 4 O
年 0 4 E 年 O
1 5 7 B 1 O
0 5 7 M 0 O
月 5 7 E 月 O
加 8 9 B 加 O
入 8 9 E 入 O
中 10 11 B 中 B-ORG
国 10 11 E 国 M-ORG
平 12 13 B 平 M-ORG
安 12 13 E 安 M-ORG
保 14 15 B 保 M-ORG
险 14 15 E 险 M-ORG
（ 16 16 S （ M-ORG
集 17 18 B 集 M-ORG
团 17 18 E 团 M-ORG
） 19 19 S ） M-ORG
股 20 21 B 股 M-ORG
份 20 21 E 份 M-ORG
有 22 23 B 有 M-ORG
限 22 23 E 限 M-ORG
公 24 25 B 公 M-ORG
司 24 25 E 司 E-ORG
。 26 26 S 。 O
 
历 0 1 B 历 O
任 0 1 E 任 O
江 2 3 B 江 B-ORG
苏 2 3 E 苏 M-ORG
办 4 6 B 办 M-ORG
事 4 6 M 事 M-ORG
处 4 6 E 处 E-ORG
国 7 8 B 国 B-TITLE
际 7 8 E 际 M-TITLE
业 9 11 B 业 M-TITLE
务 9 11 M 务 M-TITLE
部 9 11 E 部 M-TITLE
业 12 13 B 业 M-TITLE
务 12 13 E 务 M-TITLE
主 14 15 B 主 M-TITLE
任 14 15 E 任 E-TITLE
， 16 16 S ， O
平 17 18 B 平 B-ORG
安 17 18 E 安 M-ORG
产 19 20 B 产 M-ORG
险 19 20 E 险 M-ORG
南 21 22 B 南 M-ORG
京 21 22 E 京 M-ORG
分 23 25 B 分 M-ORG
公 23 25 M 公 M-ORG
司 23 25 E 司 M-ORG
大 26 27 B 大 M-ORG
厂 26 27 E 厂 M-ORG
支 28 30 B 支 M-ORG
公 28 30 M 公 M-ORG
司 28 30 E 司 E-ORG
副 31 33 B 副 B-TITLE
经 31 33 M 经 M-TITLE
理 31 33 E 理 E-TITLE
（ 34 34 S （ O
主 35 36 B 主 O
持 35 36 E 持 O
工 37 38 B 工 O
作 37 38 E 作 O
） 39 39 S ） O
， 40 40 S ， O
平 41 42 B 平 B-ORG
安 41 42 E 安 M-ORG
寿 43 44 B 寿 M-ORG
险 43 44 E 险 M-ORG
无 45 47 B 无 M-ORG
锡 45 47 M 锡 M-ORG
支 45 47 E 支 M-ORG
公 48 49 B 公 M-ORG
司 48 49 E 司 E-ORG
副 50 52 B 副 B-TITLE
经 50 52 M 经 M-TITLE
理 50 52 E 理 E-TITLE
（ 53 53 S （ O
主 54 55 B 主 O
持 54 55 E 持 O
工 56 57 B 工 O
作 56 57 E 作 O
） 58 58 S ） O
， 59 59 S ， O
平 60 61 B 平 B-ORG
安 60 61 E 安 M-ORG
寿 62 63 B 寿 M-ORG
险 62 63 E 险 M-ORG
南 64 65 B 南 M-ORG
京 64 65 E 京 M-ORG
分 66 68 B 分 M-ORG
公 66 68 M 公 M-ORG
司 66 68 E 司 E-ORG
团 69 71 B 团 B-TITLE
险 69 71 M 险 M-TITLE
部 69 71 E 部 M-TITLE
副 72 74 B 副 M-TITLE
经 72 74 M 经 M-TITLE
理 72 74 E 理 E-TITLE
、 75 75 S 、 O
经 76 77 B 经 B-TITLE
理 76 77 E 理 E-TITLE
， 78 78 S ， O
平 79 80 B 平 B-ORG
安 79 80 E 安 M-ORG
寿 81 82 B 寿 M-ORG
险 81 82 E 险 M-ORG
杭 83 84 B 杭 M-ORG
州 83 84 E 州 M-ORG
分 85 87 B 分 M-ORG
公 85 87 M 公 M-ORG
司 85 87 E 司 E-ORG
总 88 90 B 总 B-TITLE
经 88 90 M 经 M-TITLE
理 88 90 E 理 M-TITLE
助 91 92 B 助 M-TITLE
理 91 92 E 理 E-TITLE
、 93 93 S 、 O
副 94 97 B 副 B-TITLE
总 94 97 M 总 M-TITLE
经 94 97 M 经 M-TITLE
理 94 97 E 理 E-TITLE
（ 98 98 S （ O
主 99 100 B 主 O
持 99 100 E 持 O
工 101 102 B 工 O
作 101 102 E 作 O
） 103 103 S ） O
， 104 104 S ， O
平 105 106 B 平 B-ORG
安 105 106 E 安 M-ORG
集 107 108 B 集 M-ORG
团 107 108 E 团 M-ORG
发 109 110 B 发 M-ORG
展 109 110 E 展 M-ORG
改 111 112 B 改 M-ORG
革 111 112 E 革 M-ORG
中 113 114 B 中 M-ORG
心 113 114 E 心 E-ORG
副 115 117 B 副 B-TITLE
主 115 117 M 主 M-TITLE
任 115 117 E 任 E-TITLE
， 118 118 S ， O
平 119 120 B 平 B-ORG
安 119 120 E 安 M-ORG
寿 121 122 B 寿 M-ORG
险 121 122 E 险 E-ORG
市 123 124 B 市 B-TITLE
场 123 124 E 场 M-TITLE
营 125 127 B 营 M-TITLE
销 125 127 M 销 M-TITLE
部 125 127 E 部 M-TITLE
总 128 130 B 总 M-TITLE
经 128 130 M 经 M-TITLE
理 128 130 E 理 E-TITLE
、 131 131 S 、 O
浙 132 133 B 浙 B-ORG
江 132 133 E 江 M-ORG
分 134 136 B 分 M-ORG
公 134 136 M 公 M-ORG
司 134 136 E 司 E-ORG
总 137 139 B 总 B-TITLE
经 137 139 M 经 M-TITLE
理 137 139 E 理 E-TITLE
等 140 141 B 等 O
职 140 141 E 职 O
。 142 142 S 。 O
 
2 0 4 B 2 O
0 0 4 M 0 O
0 0 4 M 0 O
6 0 4 M 6 O
年 0 4 E 年 O
3 5 6 B 3 O
月 5 6 E 月 O
加 7 8 B 加 O
入 7 8 E 入 O
原 9 9 S 原 O
平 10 11 B 平 B-ORG
安 10 11 E 安 M-ORG
银 12 13 B 银 M-ORG
行 12 13 E 行 E-ORG
， 14 14 S ， O
历 15 16 B 历 O
任 15 16 E 任 O
运 17 18 B 运 B-TITLE
营 17 18 E 营 M-TITLE
总 19 20 B 总 M-TITLE
监 19 20 E 监 E-TITLE
、 21 21 S 、 O
人 22 23 B 人 B-TITLE
力 22 23 E 力 M-TITLE
资 24 25 B 资 M-TITLE
源 24 25 E 源 M-TITLE
总 26 27 B 总 M-TITLE
监 26 27 E 监 E-TITLE
， 28 28 S ， O
 
2 0 4 B 2 O
0 0 4 M 0 O
0 0 4 M 0 O
7 0 4 M 7 O
年 0 4 E 年 O
7 5 6 B 7 O
月 5 6 E 月 O
至 7 7 S 至 O
2 8 12 B 2 O
0 8 12 M 0 O
1 8 12 M 1 O
2 8 12 M 2 O
年 8 12 E 年 O
6 13 14 B 6 O
月 13 14 E 月 O
任 15 16 B 任 O
原 15 16 E 原 O
平 17 18 B 平 B-ORG
安 17 18 E 安 M-ORG
银 19 20 B 银 M-ORG
行 19 20 E 行 E-ORG
副 21 23 B 副 B-TITLE
行 21 23 M 行 M-TITLE
长 21 23 E 长 E-TITLE
， 24 24 S ， O
并 25 25 S 并 O
自 26 26 S 自 O
2 27 31 B 2 O
0 27 31 M 0 O
0 27 31 M 0 O
7 27 31 M 7 O
年 27 31 E 年 O
6 32 33 B 6 O
月 32 33 E 月 O
至 34 34 S 至 O
2 35 39 B 2 O
0 35 39 M 0 O
1 35 39 M 1 O
2 35 39 M 2 O
年 35 39 E 年 O
6 40 41 B 6 O
月 40 41 E 月 O
任 42 43 B 任 O
原 42 43 E 原 O
平 44 45 B 平 B-ORG
安 44 45 E 安 M-ORG
银 46 47 B 银 M-ORG
行 46 47 E 行 E-ORG
执 48 49 B 执 B-TITLE
行 48 49 E 行 M-TITLE
董 50 51 B 董 M-TITLE
事 50 51 E 事 E-TITLE
。 52 52 S 。 O
 
2 0 4 B 2 O
0 0 4 M 0 O
1 0 4 M 1 O
2 0 4 M 2 O
年 0 4 E 年 O
7 5 6 B 7 O
月 5 6 E 月 O
加 7 8 B 加 O
入 7 8 E 入 O
深 9 10 B 深 B-ORG
圳 9 10 E 圳 M-ORG
发 11 12 B 发 M-ORG
展 11 12 E 展 M-ORG
银 13 14 B 银 M-ORG
行 13 14 E 行 E-ORG
， 15 15 S ， O
任 16 16 S 任 O
副 17 19 B 副 B-TITLE
行 17 19 M 行 M-TITLE
长 17 19 E 长 E-TITLE
。 20 20 S 。 O
 
罗 0 1 B 罗 B-NAME
军 0 1 E 军 E-NAME
： 2 2 S ： O
男 3 3 S 男 O
， 4 4 S ， O
汉 5 5 S 汉 S-RACE
， 6 6 S ， O
党 7 8 B 党 B-TITLE
员 7 8 E 员 E-TITLE
， 9 9 S ， O
大 10 11 B 大 B-EDU
专 10 11 E 专 M-EDU
学 12 13 B 学 M-EDU
历 12 13 E 历 E-EDU
， 14 14 S ， O
助 15 16 B 助 B-TITLE
理 15 16 E 理 M-TITLE
会 17 19 B 会 M-TITLE
计 17 19 M 计 M-TITLE
师 17 19 E 师 E-TITLE
职 20 21 B 职 O
称 20 21 E 称 O
， 22 22 S ， O
曾 23 23 S 曾 O
任 24 24 S 任 O
公 25 26 B 公 B-ORG
司 25 26 E 司 M-ORG
变 27 29 B 变 M-ORG
压 27 29 M 压 M-ORG
器 27 29 E 器 M-ORG
厂 30 30 S 厂 M-ORG
销 31 32 B 销 M-ORG
售 31 32 E 售 M-ORG
公 33 34 B 公 M-ORG
司 33 34 E 司 E-ORG
经 35 36 B 经 B-TITLE
理 35 36 E 理 E-TITLE
、 37 37 S 、 O
厂 38 39 B 厂 B-TITLE
长 38 39 E 长 M-TITLE
助 40 41 B 助 M-TITLE
理 40 41 E 理 E-TITLE
兼 42 42 S 兼 O
销 43 44 B 销 B-ORG
售 43 44 E 售 M-ORG
公 45 46 B 公 M-ORG
司 45 46 E 司 E-ORG
经 47 48 B 经 B-TITLE
理 47 48 E 理 E-TITLE
， 49 49 S ， O
公 50 51 B 公 B-ORG
司 50 51 E 司 M-ORG
销 52 53 B 销 M-ORG
售 52 53 E 售 M-ORG
公 54 55 B 公 M-ORG
司 54 55 E 司 E-ORG
副 56 59 B 副 B-TITLE
总 56 59 M 总 M-TITLE
经 56 59 M 经 M-TITLE
理 56 59 E 理 E-TITLE
， 60 60 S ， O
公 61 62 B 公 B-ORG
司 61 62 E 司 M-ORG
变 63 65 B 变 M-ORG
压 63 65 M 压 M-ORG
器 63 65 E 器 M-ORG
厂 66 66 S 厂 E-ORG
副 67 69 B 副 B-TITLE
厂 67 69 M 厂 M-TITLE
长 67 69 E 长 E-TITLE
。 70 70 S 。 O
 
孙 0 1 B 孙 B-NAME
醒 0 1 E 醒 E-NAME
： 2 2 S ： O
男 3 3 S 男 O
， 4 4 S ， O
 
1 0 4 B 1 O
9 0 4 M 9 O
7 0 4 M 7 O
6 0 4 M 6 O
年 0 4 E 年 O
出 5 6 B 出 O
生 5 6 E 生 O
， 7 7 S ， O
注 8 9 B 注 B-TITLE
册 8 9 E 册 M-TITLE
会 10 12 B 会 M-TITLE
计 10 12 M 计 M-TITLE
师 10 12 E 师 E-TITLE
， 13 13 S ， O
现 14 15 B 现 O
任 14 15 E 任 O
中 16 17 B 中 B-ORG
国 16 17 E 国 M-ORG
高 18 19 B 高 M-ORG
科 18 19 E 科 M-ORG
集 20 21 B 集 M-ORG
团 20 21 E 团 M-ORG
股 22 23 B 股 M-ORG
份 22 23 E 份 M-ORG
有 24 25 B 有 M-ORG
限 24 25 E 限 M-ORG
公 26 27 B 公 M-ORG
司 26 27 E 司 E-ORG
董 28 30 B 董 B-TITLE
事 28 30 M 事 M-TITLE
会 28 30 E 会 M-TITLE
独 31 32 B 独 M-TITLE
立 31 32 E 立 M-TITLE
董 33 34 B 董 M-TITLE
事 33 34 E 事 E-TITLE
， 35 35 S ， O
河 36 37 B 河 B-ORG
南 36 37 E 南 M-ORG
硕 38 39 B 硕 M-ORG
华 38 39 E 华 M-ORG
会 40 42 B 会 M-ORG
计 40 42 M 计 M-ORG
师 40 42 E 师 M-ORG
事 43 45 B 事 M-ORG
务 43 45 M 务 M-ORG
所 43 45 E 所 E-ORG
副 46 48 B 副 B-TITLE
所 46 48 M 所 M-TITLE
长 46 48 E 长 E-TITLE
、 49 49 S 、 O
合 50 52 B 合 B-TITLE
伙 50 52 M 伙 M-TITLE
人 50 52 E 人 E-TITLE
。 53 53 S 。 O
 
曾 0 0 S 曾 O
任 1 1 S 任 O
河 2 3 B 河 B-ORG
南 2 3 E 南 M-ORG
联 4 5 B 联 M-ORG
华 4 5 E 华 M-ORG
会 6 8 B 会 M-ORG
计 6 8 M 计 M-ORG
师 6 8 E 师 M-ORG
事 9 11 B 事 M-ORG
务 9 11 M 务 M-ORG
所 9 11 E 所 E-ORG
项 12 13 B 项 B-TITLE
目 12 13 E 目 M-TITLE
经 14 15 B 经 M-TITLE
理 14 15 E 理 E-TITLE
。 16 16 S 。 O
 
梁 0 2 B 梁 B-NAME
明 0 2 M 明 M-NAME
煅 0 2 E 煅 E-NAME
先 3 4 B 先 O
生 3 4 E 生 O
： 5 5 S ： O
1 6 10 B 1 O
9 6 10 M 9 O
6 6 10 M 6 O
2 6 10 M 2 O
年 6 10 E 年 O
7 11 12 B 7 O
月 11 12 E 月 O
出 13 14 B 出 O
生 13 14 E 生 O
， 15 15 S ， O
中 16 17 B 中 B-TITLE
共 16 17 E 共 M-TITLE
党 18 19 B 党 M-TITLE
员 18 19 E 员 E-TITLE
， 20 20 S ， O
民 21 22 B 民 B-ORG
进 21 22 E 进 E-ORG
会 23 24 B 会 B-TITLE
员 23 24 E 员 E-TITLE
， 25 25 S ， O
大 26 27 B 大 B-EDU
学 26 27 E 学 M-EDU
本 28 29 B 本 M-EDU
科 28 29 E 科 M-EDU
学 30 31 B 学 M-EDU
历 30 31 E 历 E-EDU
， 32 32 S ， O
高 33 34 B 高 B-TITLE
级 33 34 E 级 M-TITLE
会 35 37 B 会 M-TITLE
计 35 37 M 计 M-TITLE
师 35 37 E 师 E-TITLE
， 38 38 S ， O
注 39 40 B 注 B-TITLE
册 39 40 E 册 M-TITLE
会 41 43 B 会 M-TITLE
计 41 43 M 计 M-TITLE
师 41 43 E 师 E-TITLE
， 44 44 S ， O
注 45 46 B 注 B-TITLE
册 45 46 E 册 M-TITLE
资 47 48 B 资 M-TITLE
产 47 48 E 产 M-TITLE
评 49 51 B 评 M-TITLE
估 49 51 M 估 M-TITLE
师 49 51 E 师 E-TITLE
， 52 52 S ， O
注 53 54 B 注 B-TITLE
册 53 54 E 册 M-TITLE
房 55 57 B 房 M-TITLE
地 55 57 M 地 M-TITLE
产 55 57 E 产 M-TITLE
估 58 58 S 估 M-TITLE
价 59 60 B 价 M-TITLE
师 59 60 E 师 E-TITLE
。 61 61 S 。 O
 
曾 0 0 S 曾 O
任 1 1 S 任 O
厦 2 3 B 厦 B-ORG
门 2 3 E 门 M-ORG
大 4 5 B 大 M-ORG
学 4 5 E 学 M-ORG
资 6 7 B 资 M-ORG
产 6 7 E 产 M-ORG
评 8 9 B 评 M-ORG
估 8 9 E 估 M-ORG
事 10 12 B 事 M-ORG
务 10 12 M 务 M-ORG
所 10 12 E 所 E-ORG
所 13 14 B 所 B-TITLE
长 13 14 E 长 M-TITLE
助 15 16 B 助 M-TITLE
理 15 16 E 理 E-TITLE
、 17 17 S 、 O
副 18 20 B 副 B-TITLE
所 18 20 M 所 M-TITLE
长 18 20 E 长 E-TITLE
、 21 21 S 、 O
厦 22 24 B 厦 B-ORG
门 22 24 M 门 M-ORG
市 22 24 E 市 M-ORG
大 25 26 B 大 M-ORG
学 25 26 E 学 M-ORG
资 27 28 B 资 M-ORG
产 27 28 E 产 M-ORG
评 29 30 B 评 M-ORG
估 29 30 E 估 M-ORG
有 31 32 B 有 M-ORG
限 31 32 E 限 M-ORG
公 33 34 B 公 M-ORG
司 33 34 E 司 E-ORG
副 35 38 B 副 B-TITLE
总 35 38 M 总 M-TITLE
经 35 38 M 经 M-TITLE
理 35 38 E 理 E-TITLE
、 39 39 S 、 O
董 40 42 B 董 B-TITLE
事 40 42 M 事 M-TITLE
长 40 42 E 长 E-TITLE
。 43 43 S 。 O
 
同 0 1 B 同 O
时 0 1 E 时 O
兼 2 3 B 兼 O
任 2 3 E 任 O
福 4 6 B 福 B-ORG
建 4 6 M 建 M-ORG
省 4 6 E 省 M-ORG
高 7 8 B 高 M-ORG
级 7 8 E 级 M-ORG
会 9 11 B 会 M-ORG
计 9 11 M 计 M-ORG
师 9 11 E 师 M-ORG
评 12 13 B 评 M-ORG
审 12 13 E 审 M-ORG
委 14 16 B 委 M-ORG
员 14 16 M 员 M-ORG
会 14 16 E 会 M-ORG
评 17 18 B 评 M-ORG
审 17 18 E 审 M-ORG
专 19 20 B 专 M-ORG
家 19 20 E 家 M-ORG
库 21 21 S 库 E-ORG
第 22 23 B 第 B-TITLE
八 22 23 E 八 M-TITLE
、 24 24 S 、 M-TITLE
九 25 26 B 九 M-TITLE
届 25 26 E 届 M-TITLE
成 27 28 B 成 M-TITLE
员 27 28 E 员 E-TITLE
， 29 29 S ， O
中 30 31 B 中 B-ORG
国 30 31 E 国 M-ORG
资 32 33 B 资 M-ORG
产 32 33 E 产 M-ORG
评 34 35 B 评 M-ORG
估 34 35 E 估 M-ORG
协 36 37 B 协 M-ORG
会 36 37 E 会 E-ORG
理 38 39 B 理 B-TITLE
事 38 39 E 事 E-TITLE
、 40 40 S 、 O
福 41 43 B 福 B-ORG
建 41 43 M 建 M-ORG
省 41 43 E 省 M-ORG
土 44 45 B 土 M-ORG
地 44 45 E 地 M-ORG
估 46 47 B 估 M-ORG
价 46 47 E 价 M-ORG
行 48 49 B 行 M-ORG
业 48 49 E 业 M-ORG
协 50 51 B 协 M-ORG
会 50 51 E 会 E-ORG
副 52 54 B 副 B-TITLE
会 52 54 M 会 M-TITLE
长 52 54 E 长 E-TITLE
、 55 55 S 、 O
厦 56 58 B 厦 B-ORG
门 56 58 M 门 M-ORG
市 56 58 E 市 M-ORG
资 59 60 B 资 M-ORG
产 59 60 E 产 M-ORG
评 61 62 B 评 M-ORG
估 61 62 E 估 M-ORG
协 63 64 B 协 M-ORG
会 63 64 E 会 E-ORG
副 65 67 B 副 B-TITLE
会 65 67 M 会 M-TITLE
长 65 67 E 长 E-TITLE
、 68 68 S 、 O
厦 69 71 B 厦 B-ORG
门 69 71 M 门 M-ORG
市 69 71 E 市 M-ORG
房 72 74 B 房 M-ORG
地 72 74 M 地 M-ORG
产 72 74 E 产 M-ORG
中 75 76 B 中 M-ORG
介 75 76 E 介 M-ORG
行 77 78 B 行 M-ORG
业 77 78 E 业 M-ORG
协 79 80 B 协 M-ORG
会 79 80 E 会 E-ORG
副 81 83 B 副 B-TITLE
会 81 83 M 会 M-TITLE
长 81 83 E 长 E-TITLE
及 84 84 S 及 O
专 85 87 B 专 B-TITLE
家 85 87 M 家 M-TITLE
组 85 87 E 组 M-TITLE
副 88 90 B 副 M-TITLE
组 88 90 M 组 M-TITLE
长 88 90 E 长 E-TITLE
、 91 91 S 、 O
厦 92 94 B 厦 B-ORG
门 92 94 M 门 M-ORG
市 92 94 E 市 M-ORG
十 95 97 B 十 M-ORG
一 95 97 M 一 M-ORG
届 95 97 E 届 M-ORG
政 98 99 B 政 M-ORG
协 98 99 E 协 E-ORG
委 100 101 B 委 B-TITLE
员 100 101 E 员 E-TITLE
、 102 102 S 、 O
民 103 104 B 民 B-ORG
进 103 104 E 进 M-ORG
厦 105 107 B 厦 M-ORG
门 105 107 M 门 M-ORG
市 105 107 E 市 M-ORG
委 108 110 B 委 M-ORG
员 108 110 M 员 M-ORG
会 108 110 E 会 E-ORG
副 111 114 B 副 B-TITLE
秘 111 114 M 秘 M-TITLE
书 111 114 M 书 M-TITLE
长 111 114 E 长 E-TITLE
。 115 115 S 。 O
 
2 0 4 B 2 O
0 0 4 M 0 O
0 0 4 M 0 O
8 0 4 M 8 O
年 0 4 E 年 O
1 5 7 B 1 O
2 5 7 M 2 O
月 5 7 E 月 O
起 8 8 S 起 O
兼 9 10 B 兼 O
任 9 10 E 任 O
厦 11 12 B 厦 B-ORG
门 11 12 E 门 M-ORG
厦 13 14 B 厦 M-ORG
工 13 14 E 工 M-ORG
机 15 16 B 机 M-ORG
械 15 16 E 械 M-ORG
股 17 18 B 股 M-ORG
份 17 18 E 份 M-ORG
有 19 20 B 有 M-ORG
限 19 20 E 限 M-ORG
公 21 22 B 公 M-ORG
司 21 22 E 司 E-ORG
独 23 24 B 独 B-TITLE
立 23 24 E 立 M-TITLE
董 25 26 B 董 M-TITLE
事 25 26 E 事 E-TITLE
， 27 27 S ， O
厦 28 29 B 厦 B-ORG
门 28 29 E 门 M-ORG
厦 30 31 B 厦 M-ORG
工 30 31 E 工 M-ORG
机 32 33 B 机 M-ORG
械 32 33 E 械 M-ORG
股 34 35 B 股 M-ORG
份 34 35 E 份 M-ORG
有 36 37 B 有 M-ORG
限 36 37 E 限 M-ORG
公 38 39 B 公 M-ORG
司 38 39 E 司 E-ORG
第 40 41 B 第 B-TITLE
六 40 41 E 六 M-TITLE
届 42 42 S 届 M-TITLE
董 43 45 B 董 M-TITLE
事 43 45 M 事 M-TITLE
会 43 45 E 会 M-TITLE
独 46 47 B 独 M-TITLE
立 46 47 E 立 M-TITLE
董 48 49 B 董 M-TITLE
事 48 49 E 事 E-TITLE
。 50 50 S 。 O
 
由 0 1 B 由 O
于 0 1 E 于 O
工 2 3 B 工 O
作 2 3 E 作 O
调 4 5 B 调 O
动 4 5 E 动 O
， 6 6 S ， O
 
2 0 4 B 2 O
0 0 4 M 0 O
1 0 4 M 1 O
1 0 4 M 1 O
年 0 4 E 年 O
8 5 6 B 8 O
月 5 6 E 月 O
1 7 9 B 1 O
9 7 9 M 9 O
日 7 9 E 日 O
起 10 10 S 起 O
不 11 11 S 不 O
再 12 12 S 再 O
担 13 14 B 担 O
任 13 14 E 任 O
厦 15 16 B 厦 B-ORG
门 15 16 E 门 M-ORG
厦 17 18 B 厦 M-ORG
工 17 18 E 工 M-ORG
机 19 20 B 机 M-ORG
械 19 20 E 械 M-ORG
股 21 22 B 股 M-ORG
份 21 22 E 份 M-ORG
有 23 24 B 有 M-ORG
限 23 24 E 限 M-ORG
公 25 26 B 公 M-ORG
司 25 26 E 司 E-ORG
独 27 28 B 独 B-TITLE
立 27 28 E 立 M-TITLE
董 29 30 B 董 M-TITLE
事 29 30 E 事 E-TITLE
。 31 31 S 。 O
 
杨 0 2 B 杨 B-NAME
艳 0 2 M 艳 M-NAME
萍 0 2 E 萍 E-NAME
女 3 4 B 女 O
士 3 4 E 士 O
， 5 5 S ， O
大 6 7 B 大 B-EDU
学 6 7 E 学 M-EDU
文 8 9 B 文 M-EDU
化 8 9 E 化 E-EDU
， 10 10 S ， O
毕 11 13 B 毕 O
业 11 13 M 业 O
于 11 13 E 于 O
中 14 15 B 中 B-ORG
国 14 15 E 国 M-ORG
人 16 17 B 人 M-ORG
民 16 17 E 民 M-ORG
大 18 19 B 大 M-ORG
学 18 19 E 学 E-ORG
， 20 20 S ， O
北 21 22 B 北 B-ORG
京 21 22 E 京 M-ORG
证 23 24 B 证 M-ORG
券 23 24 E 券 M-ORG
投 25 26 B 投 M-ORG
资 25 26 E 资 M-ORG
银 27 28 B 银 M-ORG
行 27 28 E 行 E-ORG
业 29 30 B 业 B-TITLE
务 29 30 E 务 M-TITLE
一 31 31 S 一 M-TITLE
部 32 32 S 部 M-TITLE
总 33 35 B 总 M-TITLE
经 33 35 M 经 M-TITLE
理 33 35 E 理 E-TITLE
， 36 36 S ， O
山 37 38 B 山 B-ORG
东 37 38 E 东 M-ORG
江 39 40 B 江 M-ORG
泉 39 40 E 泉 M-ORG
实 41 42 B 实 M-ORG
业 41 42 E 业 M-ORG
股 43 44 B 股 M-ORG
份 43 44 E 份 M-ORG
有 45 46 B 有 M-ORG
限 45 46 E 限 M-ORG
公 47 48 B 公 M-ORG
司 47 48 E 司 E-ORG
独 49 50 B 独 B-TITLE
立 49 50 E 立 M-TITLE
董 51 52 B 董 M-TITLE
事 51 52 E 事 E-TITLE
。 53 53 S 。 O
 
周 0 1 B 周 B-NAME
云 0 1 E 云 E-NAME
女 2 3 B 女 O
士 2 3 E 士 O
： 4 4 S ： O
中 5 6 B 中 B-CONT
国 5 6 E 国 M-CONT
国 7 8 B 国 M-CONT
籍 7 8 E 籍 E-CONT
， 9 9 S ， O
无 10 11 B 无 O
境 10 11 E 境 O
外 12 13 B 外 O
居 12 13 E 居 O
留 14 15 B 留 O
权 14 15 E 权 O
， 16 16 S ， O
 
1 0 4 B 1 O
9 0 4 M 9 O
